areaCode,areaName,areaType,date,cumCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-05-13,220437
K02000001,United Kingdom,overview,2020-05-12,217107
K02000001,United Kingdom,overview,2020-05-11,213697
K02000001,United Kingdom,overview,2020-05-10,210085
K02000001,United Kingdom,overview,2020-05-09,207748
K02000001,United Kingdom,overview,2020-05-08,205578
K02000001,United Kingdom,overview,2020-05-07,202514
K02000001,United Kingdom,overview,2020-05-06,198727
K02000001,United Kingdom,overview,2020-05-05,194895
K02000001,United Kingdom,overview,2020-05-04,191209
K02000001,United Kingdom,overview,2020-05-03,187811
K02000001,United Kingdom,overview,2020-05-02,184808
K02000001,United Kingdom,overview,2020-05-01,181550
K02000001,United Kingdom,overview,2020-04-30,176784
K02000001,United Kingdom,overview,2020-04-29,171823
K02000001,United Kingdom,overview,2020-04-28,166390
K02000001,United Kingdom,overview,2020-04-27,161670
K02000001,United Kingdom,overview,2020-04-26,156931
K02000001,United Kingdom,overview,2020-04-25,153455
K02000001,United Kingdom,overview,2020-04-24,149698
K02000001,United Kingdom,overview,2020-04-23,144737
K02000001,United Kingdom,overview,2020-04-22,139570
K02000001,United Kingdom,overview,2020-04-21,134053
K02000001,United Kingdom,overview,2020-04-20,129258
K02000001,United Kingdom,overview,2020-04-19,124817
K02000001,United Kingdom,overview,2020-04-18,120936
K02000001,United Kingdom,overview,2020-04-17,116193
K02000001,United Kingdom,overview,2020-04-16,111216
K02000001,United Kingdom,overview,2020-04-15,105924
K02000001,United Kingdom,overview,2020-04-14,100854
K02000001,United Kingdom,overview,2020-04-13,96519
K02000001,United Kingdom,overview,2020-04-12,92316
K02000001,United Kingdom,overview,2020-04-11,88809
K02000001,United Kingdom,overview,2020-04-10,85224
K02000001,United Kingdom,overview,2020-04-09,80897
K02000001,United Kingdom,overview,2020-04-08,76022
K02000001,United Kingdom,overview,2020-04-07,70876
K02000001,United Kingdom,overview,2020-04-06,65399
K02000001,United Kingdom,overview,2020-04-05,60126
K02000001,United Kingdom,overview,2020-04-04,56570
K02000001,United Kingdom,overview,2020-04-03,52594
K02000001,United Kingdom,overview,2020-04-02,47742
K02000001,United Kingdom,overview,2020-04-01,42918
K02000001,United Kingdom,overview,2020-03-31,38027
K02000001,United Kingdom,overview,2020-03-30,33564
K02000001,United Kingdom,overview,2020-03-29,29369
K02000001,United Kingdom,overview,2020-03-28,26551
K02000001,United Kingdom,overview,2020-03-27,23777
K02000001,United Kingdom,overview,2020-03-26,20623
K02000001,United Kingdom,overview,2020-03-25,17584
K02000001,United Kingdom,overview,2020-03-24,14918
K02000001,United Kingdom,overview,2020-03-23,12564
K02000001,United Kingdom,overview,2020-03-22,10274
K02000001,United Kingdom,overview,2020-03-21,8911
K02000001,United Kingdom,overview,2020-03-20,7730
K02000001,United Kingdom,overview,2020-03-19,6478
K02000001,United Kingdom,overview,2020-03-18,5436
K02000001,United Kingdom,overview,2020-03-17,4455
K02000001,United Kingdom,overview,2020-03-16,3672
K02000001,United Kingdom,overview,2020-03-15,3070
K02000001,United Kingdom,overview,2020-03-14,2629
K02000001,United Kingdom,overview,2020-03-13,2277
K02000001,United Kingdom,overview,2020-03-12,1799
K02000001,United Kingdom,overview,2020-03-11,1316
K02000001,United Kingdom,overview,2020-03-10,914
K02000001,United Kingdom,overview,2020-03-09,649
K02000001,United Kingdom,overview,2020-03-08,501
K02000001,United Kingdom,overview,2020-03-07,446
K02000001,United Kingdom,overview,2020-03-06,378
K02000001,United Kingdom,overview,2020-03-05,295
K02000001,United Kingdom,overview,2020-03-04,246
K02000001,United Kingdom,overview,2020-03-03,190
K02000001,United Kingdom,overview,2020-03-02,133
K02000001,United Kingdom,overview,2020-03-01,92
K02000001,United Kingdom,overview,2020-02-29,72
K02000001,United Kingdom,overview,2020-02-28,68
K02000001,United Kingdom,overview,2020-02-27,56
K02000001,United Kingdom,overview,2020-02-26,48
K02000001,United Kingdom,overview,2020-02-25,46
K02000001,United Kingdom,overview,2020-02-24,43
K02000001,United Kingdom,overview,2020-02-23,41
K02000001,United Kingdom,overview,2020-02-22,35
K02000001,United Kingdom,overview,2020-02-21,35
K02000001,United Kingdom,overview,2020-02-20,33
K02000001,United Kingdom,overview,2020-02-19,33
K02000001,United Kingdom,overview,2020-02-18,33
K02000001,United Kingdom,overview,2020-02-17,33
K02000001,United Kingdom,overview,2020-02-16,32
K02000001,United Kingdom,overview,2020-02-15,32
K02000001,United Kingdom,overview,2020-02-14,32
K02000001,United Kingdom,overview,2020-02-13,32
K02000001,United Kingdom,overview,2020-02-12,31
K02000001,United Kingdom,overview,2020-02-11,30
K02000001,United Kingdom,overview,2020-02-10,26
K02000001,United Kingdom,overview,2020-02-09,25
K02000001,United Kingdom,overview,2020-02-08,24
K02000001,United Kingdom,overview,2020-02-07,21
K02000001,United Kingdom,overview,2020-02-06,21
K02000001,United Kingdom,overview,2020-02-05,21
K02000001,United Kingdom,overview,2020-02-04,20
K02000001,United Kingdom,overview,2020-02-03,20
K02000001,United Kingdom,overview,2020-02-02,2
K02000001,United Kingdom,overview,2020-02-01,1
K02000001,United Kingdom,overview,2020-01-31,1
K02000001,United Kingdom,overview,2020-01-30,1
