areaCode,areaName,areaType,date,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-07-17,582
K02000001,United Kingdom,overview,2020-07-16,712
K02000001,United Kingdom,overview,2020-07-15,777
K02000001,United Kingdom,overview,2020-07-14,705
K02000001,United Kingdom,overview,2020-07-13,740
K02000001,United Kingdom,overview,2020-07-12,366
K02000001,United Kingdom,overview,2020-07-11,459
K02000001,United Kingdom,overview,2020-07-10,568
K02000001,United Kingdom,overview,2020-07-09,722
K02000001,United Kingdom,overview,2020-07-08,713
K02000001,United Kingdom,overview,2020-07-07,608
K02000001,United Kingdom,overview,2020-07-06,714
K02000001,United Kingdom,overview,2020-07-05,0
K02000001,United Kingdom,overview,2020-07-04,399
K02000001,United Kingdom,overview,2020-07-03,568
K02000001,United Kingdom,overview,2020-07-02,606
K02000001,United Kingdom,overview,2020-07-01,652
K02000001,United Kingdom,overview,2020-06-30,623
K02000001,United Kingdom,overview,2020-06-29,724
K02000001,United Kingdom,overview,2020-06-28,449
K02000001,United Kingdom,overview,2020-06-27,653
K02000001,United Kingdom,overview,2020-06-26,666
K02000001,United Kingdom,overview,2020-06-25,726
K02000001,United Kingdom,overview,2020-06-24,0
K02000001,United Kingdom,overview,2020-06-23,883
K02000001,United Kingdom,overview,2020-06-22,899
K02000001,United Kingdom,overview,2020-06-21,636
K02000001,United Kingdom,overview,2020-06-20,683
K02000001,United Kingdom,overview,2020-06-19,993
K02000001,United Kingdom,overview,2020-06-18,1022
K02000001,United Kingdom,overview,2020-06-17,1017
K02000001,United Kingdom,overview,2020-06-16,1103
K02000001,United Kingdom,overview,2020-06-15,1045
K02000001,United Kingdom,overview,2020-06-14,826
K02000001,United Kingdom,overview,2020-06-13,886
K02000001,United Kingdom,overview,2020-06-12,1053
K02000001,United Kingdom,overview,2020-06-11,1013
K02000001,United Kingdom,overview,2020-06-10,1196
K02000001,United Kingdom,overview,2020-06-09,1165
K02000001,United Kingdom,overview,2020-06-08,1099
K02000001,United Kingdom,overview,2020-06-07,722
K02000001,United Kingdom,overview,2020-06-06,804
K02000001,United Kingdom,overview,2020-06-05,1123
K02000001,United Kingdom,overview,2020-06-04,1249
K02000001,United Kingdom,overview,2020-06-03,1369
K02000001,United Kingdom,overview,2020-06-02,1492
K02000001,United Kingdom,overview,2020-06-01,1438
K02000001,United Kingdom,overview,2020-05-31,1080
K02000001,United Kingdom,overview,2020-05-30,1132
K02000001,United Kingdom,overview,2020-05-29,1531
K02000001,United Kingdom,overview,2020-05-28,1757
K02000001,United Kingdom,overview,2020-05-27,1825
K02000001,United Kingdom,overview,2020-05-26,2070
K02000001,United Kingdom,overview,2020-05-25,1625
K02000001,United Kingdom,overview,2020-05-24,1373
K02000001,United Kingdom,overview,2020-05-23,1531
K02000001,United Kingdom,overview,2020-05-22,2057
K02000001,United Kingdom,overview,2020-05-21,2567
K02000001,United Kingdom,overview,2020-05-20,2719
K02000001,United Kingdom,overview,2020-05-19,3063
K02000001,United Kingdom,overview,2020-05-18,2581
K02000001,United Kingdom,overview,2020-05-17,1837
K02000001,United Kingdom,overview,2020-05-16,2082
K02000001,United Kingdom,overview,2020-05-15,2530
K02000001,United Kingdom,overview,2020-05-14,2630
K02000001,United Kingdom,overview,2020-05-13,3330
K02000001,United Kingdom,overview,2020-05-12,3410
K02000001,United Kingdom,overview,2020-05-11,3612
K02000001,United Kingdom,overview,2020-05-10,2337
K02000001,United Kingdom,overview,2020-05-09,2170
K02000001,United Kingdom,overview,2020-05-08,3064
K02000001,United Kingdom,overview,2020-05-07,3787
K02000001,United Kingdom,overview,2020-05-06,3832
K02000001,United Kingdom,overview,2020-05-05,3686
K02000001,United Kingdom,overview,2020-05-04,3398
K02000001,United Kingdom,overview,2020-05-03,3003
K02000001,United Kingdom,overview,2020-05-02,3258
K02000001,United Kingdom,overview,2020-05-01,4766
K02000001,United Kingdom,overview,2020-04-30,4961
K02000001,United Kingdom,overview,2020-04-29,5433
K02000001,United Kingdom,overview,2020-04-28,4720
K02000001,United Kingdom,overview,2020-04-27,4739
K02000001,United Kingdom,overview,2020-04-26,3476
K02000001,United Kingdom,overview,2020-04-25,3757
K02000001,United Kingdom,overview,2020-04-24,4961
K02000001,United Kingdom,overview,2020-04-23,5167
K02000001,United Kingdom,overview,2020-04-22,5517
K02000001,United Kingdom,overview,2020-04-21,4795
K02000001,United Kingdom,overview,2020-04-20,4441
K02000001,United Kingdom,overview,2020-04-19,3881
K02000001,United Kingdom,overview,2020-04-18,4743
K02000001,United Kingdom,overview,2020-04-17,4977
K02000001,United Kingdom,overview,2020-04-16,5292
K02000001,United Kingdom,overview,2020-04-15,5070
K02000001,United Kingdom,overview,2020-04-14,4335
K02000001,United Kingdom,overview,2020-04-13,4203
K02000001,United Kingdom,overview,2020-04-12,3507
K02000001,United Kingdom,overview,2020-04-11,3585
K02000001,United Kingdom,overview,2020-04-10,4327
K02000001,United Kingdom,overview,2020-04-09,4875
K02000001,United Kingdom,overview,2020-04-08,5146
K02000001,United Kingdom,overview,2020-04-07,5477
K02000001,United Kingdom,overview,2020-04-06,5273
K02000001,United Kingdom,overview,2020-04-05,3556
K02000001,United Kingdom,overview,2020-04-04,3976
K02000001,United Kingdom,overview,2020-04-03,4852
K02000001,United Kingdom,overview,2020-04-02,4824
K02000001,United Kingdom,overview,2020-04-01,4891
K02000001,United Kingdom,overview,2020-03-31,4463
K02000001,United Kingdom,overview,2020-03-30,4195
K02000001,United Kingdom,overview,2020-03-29,2818
K02000001,United Kingdom,overview,2020-03-28,2774
K02000001,United Kingdom,overview,2020-03-27,3154
K02000001,United Kingdom,overview,2020-03-26,3039
K02000001,United Kingdom,overview,2020-03-25,2666
K02000001,United Kingdom,overview,2020-03-24,2354
K02000001,United Kingdom,overview,2020-03-23,2290
K02000001,United Kingdom,overview,2020-03-22,0
K02000001,United Kingdom,overview,2020-03-21,0
K02000001,United Kingdom,overview,2020-03-20,0
K02000001,United Kingdom,overview,2020-03-19,0
K02000001,United Kingdom,overview,2020-03-18,981
K02000001,United Kingdom,overview,2020-03-17,783
K02000001,United Kingdom,overview,2020-03-16,602
K02000001,United Kingdom,overview,2020-03-15,441
K02000001,United Kingdom,overview,2020-03-14,352
K02000001,United Kingdom,overview,2020-03-13,478
K02000001,United Kingdom,overview,2020-03-12,483
K02000001,United Kingdom,overview,2020-03-11,402
K02000001,United Kingdom,overview,2020-03-10,265
K02000001,United Kingdom,overview,2020-03-09,148
K02000001,United Kingdom,overview,2020-03-08,55
K02000001,United Kingdom,overview,2020-03-07,68
K02000001,United Kingdom,overview,2020-03-06,83
K02000001,United Kingdom,overview,2020-03-05,49
K02000001,United Kingdom,overview,2020-03-04,56
K02000001,United Kingdom,overview,2020-03-03,57
K02000001,United Kingdom,overview,2020-03-02,41
K02000001,United Kingdom,overview,2020-03-01,20
K02000001,United Kingdom,overview,2020-02-29,4
K02000001,United Kingdom,overview,2020-02-28,12
K02000001,United Kingdom,overview,2020-02-27,8
K02000001,United Kingdom,overview,2020-02-26,2
K02000001,United Kingdom,overview,2020-02-25,3
K02000001,United Kingdom,overview,2020-02-24,2
K02000001,United Kingdom,overview,2020-02-23,6
K02000001,United Kingdom,overview,2020-02-22,0
K02000001,United Kingdom,overview,2020-02-21,2
K02000001,United Kingdom,overview,2020-02-20,0
K02000001,United Kingdom,overview,2020-02-19,0
K02000001,United Kingdom,overview,2020-02-18,0
K02000001,United Kingdom,overview,2020-02-17,1
K02000001,United Kingdom,overview,2020-02-16,0
K02000001,United Kingdom,overview,2020-02-15,0
K02000001,United Kingdom,overview,2020-02-14,0
K02000001,United Kingdom,overview,2020-02-13,1
K02000001,United Kingdom,overview,2020-02-12,1
K02000001,United Kingdom,overview,2020-02-11,4
K02000001,United Kingdom,overview,2020-02-10,1
K02000001,United Kingdom,overview,2020-02-09,1
K02000001,United Kingdom,overview,2020-02-08,3
K02000001,United Kingdom,overview,2020-02-07,0
K02000001,United Kingdom,overview,2020-02-06,0
K02000001,United Kingdom,overview,2020-02-05,1
K02000001,United Kingdom,overview,2020-02-04,0
K02000001,United Kingdom,overview,2020-02-03,18
K02000001,United Kingdom,overview,2020-02-02,1
K02000001,United Kingdom,overview,2020-02-01,0
K02000001,United Kingdom,overview,2020-01-31,0
K02000001,United Kingdom,overview,2020-01-30,1
