areaCode,areaName,areaType,date,cumCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-04-26,156939
K02000001,United Kingdom,overview,2020-04-25,153463
K02000001,United Kingdom,overview,2020-04-24,149706
K02000001,United Kingdom,overview,2020-04-23,144745
K02000001,United Kingdom,overview,2020-04-22,139578
K02000001,United Kingdom,overview,2020-04-21,134059
K02000001,United Kingdom,overview,2020-04-20,129263
K02000001,United Kingdom,overview,2020-04-19,124822
K02000001,United Kingdom,overview,2020-04-18,120941
K02000001,United Kingdom,overview,2020-04-17,116200
K02000001,United Kingdom,overview,2020-04-16,111222
K02000001,United Kingdom,overview,2020-04-15,105928
K02000001,United Kingdom,overview,2020-04-14,100859
K02000001,United Kingdom,overview,2020-04-13,96522
K02000001,United Kingdom,overview,2020-04-12,92319
K02000001,United Kingdom,overview,2020-04-11,88812
K02000001,United Kingdom,overview,2020-04-10,85226
K02000001,United Kingdom,overview,2020-04-09,80898
K02000001,United Kingdom,overview,2020-04-08,76023
K02000001,United Kingdom,overview,2020-04-07,70877
K02000001,United Kingdom,overview,2020-04-06,65399
K02000001,United Kingdom,overview,2020-04-05,60127
K02000001,United Kingdom,overview,2020-04-04,56570
K02000001,United Kingdom,overview,2020-04-03,52594
K02000001,United Kingdom,overview,2020-04-02,47742
K02000001,United Kingdom,overview,2020-04-01,42918
K02000001,United Kingdom,overview,2020-03-31,38027
K02000001,United Kingdom,overview,2020-03-30,33566
K02000001,United Kingdom,overview,2020-03-29,29371
K02000001,United Kingdom,overview,2020-03-28,26553
K02000001,United Kingdom,overview,2020-03-27,23778
K02000001,United Kingdom,overview,2020-03-26,20620
K02000001,United Kingdom,overview,2020-03-25,17581
K02000001,United Kingdom,overview,2020-03-24,14915
K02000001,United Kingdom,overview,2020-03-23,12561
K02000001,United Kingdom,overview,2020-03-22,10266
K02000001,United Kingdom,overview,2020-03-21,8901
K02000001,United Kingdom,overview,2020-03-20,7719
K02000001,United Kingdom,overview,2020-03-19,6467
K02000001,United Kingdom,overview,2020-03-18,5425
K02000001,United Kingdom,overview,2020-03-17,4443
K02000001,United Kingdom,overview,2020-03-16,3660
K02000001,United Kingdom,overview,2020-03-15,3057
K02000001,United Kingdom,overview,2020-03-14,2616
K02000001,United Kingdom,overview,2020-03-13,2264
K02000001,United Kingdom,overview,2020-03-12,1786
K02000001,United Kingdom,overview,2020-03-11,1302
K02000001,United Kingdom,overview,2020-03-10,900
K02000001,United Kingdom,overview,2020-03-09,635
K02000001,United Kingdom,overview,2020-03-08,487
K02000001,United Kingdom,overview,2020-03-07,432
K02000001,United Kingdom,overview,2020-03-06,364
K02000001,United Kingdom,overview,2020-03-05,281
K02000001,United Kingdom,overview,2020-03-04,232
K02000001,United Kingdom,overview,2020-03-03,176
K02000001,United Kingdom,overview,2020-03-02,118
K02000001,United Kingdom,overview,2020-03-01,77
K02000001,United Kingdom,overview,2020-02-29,56
K02000001,United Kingdom,overview,2020-02-28,51
K02000001,United Kingdom,overview,2020-02-27,39
K02000001,United Kingdom,overview,2020-02-26,30
K02000001,United Kingdom,overview,2020-02-25,24
K02000001,United Kingdom,overview,2020-02-24,20
K02000001,United Kingdom,overview,2020-02-23,18
K02000001,United Kingdom,overview,2020-02-22,16
K02000001,United Kingdom,overview,2020-02-21,16
K02000001,United Kingdom,overview,2020-02-20,14
K02000001,United Kingdom,overview,2020-02-19,14
K02000001,United Kingdom,overview,2020-02-18,14
K02000001,United Kingdom,overview,2020-02-17,14
K02000001,United Kingdom,overview,2020-02-16,14
K02000001,United Kingdom,overview,2020-02-15,14
K02000001,United Kingdom,overview,2020-02-14,14
K02000001,United Kingdom,overview,2020-02-13,14
K02000001,United Kingdom,overview,2020-02-12,14
K02000001,United Kingdom,overview,2020-02-11,14
K02000001,United Kingdom,overview,2020-02-10,11
K02000001,United Kingdom,overview,2020-02-09,10
K02000001,United Kingdom,overview,2020-02-08,9
K02000001,United Kingdom,overview,2020-02-07,6
K02000001,United Kingdom,overview,2020-02-06,6
K02000001,United Kingdom,overview,2020-02-05,6
K02000001,United Kingdom,overview,2020-02-04,5
K02000001,United Kingdom,overview,2020-02-03,5
K02000001,United Kingdom,overview,2020-02-02,2
K02000001,United Kingdom,overview,2020-02-01,1
K02000001,United Kingdom,overview,2020-01-31,1
K02000001,United Kingdom,overview,2020-01-30,1
